Character	Comics
Lockheed	Excalibur (1988) #40
Lockheed	Excalibur (1988) #68
Lockheed	Excalibur (1988) #71
Lockheed	Excalibur (1988) #76
Lockheed	Excalibur (1988) #97
Lockheed	Excalibur (1988) #100
Lockheed	Excalibur (1988) #101
Lockheed	Excalibur (1988) #102
Lockheed	Excalibur (1988) #113
Lockheed	Excalibur (1988) #114
Lockheed	Excalibur (1988) #117
Lockheed	Excalibur (1988) #118
Quasar (Phyla-Vell)	Annihilation: Conquest (2007) #1
Quasar (Phyla-Vell)	Annihilation: Conquest (2007) #2
Quasar (Phyla-Vell)	Annihilation: Conquest (2007) #3
Quasar (Phyla-Vell)	Annihilation: Conquest (2007) #4
Quasar (Phyla-Vell)	Annihilation: Conquest (2007) #5
Quasar (Phyla-Vell)	Annihilation: Conquest (2007) #6
Quasar (Phyla-Vell)	Annihilation: Conquest - Quasar (2007) #1
Quasar (Phyla-Vell)	Annihilation: Conquest - Quasar (2007) #4
Quasar (Phyla-Vell)	Atlantis Attacks (2011) #1
Quasar (Phyla-Vell)	Atlantis Attacks (DM Only) (2011)
Quasar (Phyla-Vell)	Avengers Assemble Vol. 4 (Hardcover)
Quasar (Phyla-Vell)	Avengers Forever (1998) #8
Quasar (Phyla-Vell)	Avengers Legends Vol. I: Avengers Forever (Trade Paperback)
Quasar (Phyla-Vell)	Avengers: Galactic Storm Vol. 2 (Trade Paperback)
Quasar (Phyla-Vell)	Avengers: Galactic Storm Vol.1 (Trade Paperback)
Quasar (Phyla-Vell)	Captain America (1968) #394
Quasar (Phyla-Vell)	Fantastic Four (1998) #46
Quasar (Phyla-Vell)	Fantastic Four (1961) #369
Quasar (Phyla-Vell)	Infinity War (Trade Paperback)
Quasar (Phyla-Vell)	Marvel Comics Presents (1988) #29
Elektra	Black Widow (2010) #2
Elektra	Black Widow (2010) #3
Elektra	Daredevil (1998) #7
Elektra	Daredevil (1998) #8
Elektra	Daredevil (1998) #16
Elektra	Daredevil (1998) #28
Elektra	Daredevil (1998) #32
Elektra	Daredevil (1998) #37
Elektra	Daredevil (1963) #168
Elektra	Daredevil (1963) #174
Elektra	Daredevil (1963) #175
Elektra	Daredevil (1963) #176
Elektra	Daredevil (1963) #179
Elektra	Daredevil (1963) #181
Elektra	Daredevil (1963) #189
Elektra	Daredevil (1963) #190
Elektra	Daredevil (1963) #319
Elektra	Daredevil (1963) #333
Elektra	Daredevil (1963) #334
Elektra	Daredevil (1963) #335
Skrulls	Avengers: The Initiative (2007) #14
Skrulls	Avengers: The Initiative (2007) #14 (SPOTLIGHT VARIANT)
Skrulls	Avengers: The Initiative (2007) #15
Skrulls	Avengers: The Initiative (2007) #17
Skrulls	Avengers: The Initiative (2007) #18
Skrulls	Avengers: The Initiative (2007) #18 (ZOMBIE VARIANT)
Skrulls	Avengers: The Initiative (2007) #20
Skrulls	Black Panther (2005) #32
Skrulls	Captain America (1998) #5
Skrulls	Captain America (1998) #6
Skrulls	Exiles (2001) #8
Skrulls	Exiles (2001) #9
Skrulls	Exiles Vol. II: A World Apart (Trade Paperback)
Skrulls	Fantastic Four (1961) #2
Skrulls	Fantastic Four (1961) #48
Skrulls	Fantastic Four (1961) #206
Skrulls	Fantastic Four Annual (1963) #19
Skrulls	Fantastic Four Omnibus Vol. 1 (Hardcover)
Skrulls	Fantastic Four Visionaries: John Byrne Vol. 7 (Trade Paperback)
Skrulls	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Wolverine (Ultimate)	Ultimate Comics X-Men (2010) #1
Wolverine (Ultimate)	Ultimate Spider-Man (2000) #66
Wolverine (Ultimate)	Ultimate Spider-Man Vol. 12: Superstars (Trade Paperback)
Wolverine (Ultimate)	Ultimate Wolverine Vs. Hulk (2005) #1
Wolverine (Ultimate)	Ultimate Wolverine Vs. Hulk (2005) #6
Wolverine (Ultimate)	Ultimate X-Men (2000) #1
Wolverine (Ultimate)	Ultimate X-Men (2000) #11
Wolverine (Ultimate)	Ultimate X-Men (2000) #14
Wolverine (Ultimate)	Ultimate X-Men (2000) #16
Wolverine (Ultimate)	Ultimate X-Men (2000) #21
Wolverine (Ultimate)	Ultimate X-Men (2000) #60
Wolverine (Ultimate)	Ultimate X-Men (2000) #80
Wolverine (Ultimate)	Ultimate X-Men MGC (2011) #1
Wolverine (Ultimate)	Ultimate X-Men Ultimate Collection Book 1 (Trade Paperback)
Wolverine (Ultimate)	Ultimate X-Men Ultimate Collection Book 2 (Trade Paperback)
Wolverine (Ultimate)	Ultimate X-Men Vol. 12: Hard Lessons (Trade Paperback)
Wolverine (Ultimate)	Ultimate X-Men Vol. 16: Cable (Trade Paperback)
Wolverine (Ultimate)	Ultimate X-Men Vol. 3: World Tour (Trade Paperback)
Wolverine (Ultimate)	Ultimate X-Men Vol. 4: Hellfire & Brimstone (Trade Paperback)
Wolverine (Ultimate)	Ultimate X-Men Vol. I: The Tomorrow People (Trade Paperback)
Mastermind	Amazing Adventures (1970) #13
Mastermind	Earth X (1999) #6
Mastermind	Earth X (1999) #7
Mastermind	Earth X (New (Trade Paperback)
Mastermind	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Mastermind	Marvel Masterworks: The X-Men Vol. 1 (Hardcover)
Mastermind	Marvel Masterworks: The X-Men Vol. 7 (Hardcover)
Mastermind	Marvel Masterworks: The X-Men Vol. 7 (Hardcover)
Mastermind	New Avengers (2004) #10
Mastermind	New Avengers Vol. 2: Sentry (Trade Paperback)
Mastermind	New Avengers Vol.2: Sentry (2006)
Mastermind	Uncanny X-Men (1963) #8
Mastermind	Uncanny X-Men (1963) #125
Mastermind	Uncanny X-Men (1963) #126
Mastermind	Uncanny X-Men (1963) #130
Mastermind	Uncanny X-Men (1963) #131
Mastermind	Uncanny X-Men (1963) #131
Mastermind	Uncanny X-Men (1963) #132
Mastermind	Uncanny X-Men (1963) #133
Mastermind	Uncanny X-Men (1963) #134
Shang-Chi	Amazing Spider-Man (1999) #667
Shang-Chi	Amazing Spider-Man (1999) #667 ( Dell'Otto Variant)
Shang-Chi	Fear Itself (2010) #3
Shang-Chi	Fear Itself (2010) #3
Shang-Chi	Fear Itself (2010) #3 (Immonen Variant)
Shang-Chi	Fear Itself (2010) #3 (Camuncoli Variant)
Shang-Chi	Fear Itself: The Fearless (2011) #3
Shang-Chi	Heroes for Hire (2006) #6
Shang-Chi	Heroes for Hire (2006) #14
Shang-Chi	Heroes for Hire Vol. 2: Ahead of the Curve (Trade Paperback)
Shang-Chi	Journey Into Mystery (1996) #515
Shang-Chi	Secret Avengers (2010) #7
Shang-Chi	Secret Avengers (2010) #9
Shang-Chi	Secret Avengers (2010) #10
Shang-Chi	SPIDER-ISLAND: DEADLY HANDS OF KUNG FU (2011) #1
Shang-Chi	SPIDER-ISLAND: DEADLY HANDS OF KUNG FU (2011) #2
Shang-Chi	X-Men (1991) #62
Silver Samurai (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #8
Silver Samurai (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #9 (THE WOMEN OF MARVEL)
Silver Samurai (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #10 (MARVEL KNIGHTS)
Silver Samurai (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #11 (X-MEN - AGE OF APOCALYPSE)
Silver Samurai (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #12 (SPIDER-MAN)
Silver Samurai (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004) #13 (TEAMS)
Silver Samurai (Age of Apocalypse)	Uncanny X-Force (2010) #12
Silver Samurai (Age of Apocalypse)	Uncanny X-Force (2010) #12 (I Am Captain America Variant)
Silver Samurai (Age of Apocalypse)	Uncanny X-Force (2010) #12 (Kubert Variant)
Man-Thing	Daredevil (1963) #114
Man-Thing	Doctor Strange, Sorcerer Supreme (1988) #32
Man-Thing	Doctor Strange, Sorcerer Supreme (1988) #61
Man-Thing	Fear Itself: Fearsome Four (2011) #1
Man-Thing	Fear Itself: Fearsome Four (2011) #2
Man-Thing	Fear Itself: Fearsome Four (2011) #3
Man-Thing	Fear Itself: Fearsome Four (2011) #4
Man-Thing	Howard the Duck (Hardcover)
Man-Thing	Howard the Duck (1979) #5
Man-Thing	Howard the Duck (1979) #6
Man-Thing	Howard the Duck (1979) #7
Man-Thing	Howard the Duck (1976) #22
Man-Thing	Howard the Duck (1976) #23
Man-Thing	Howard the Duck (1976) #24
Man-Thing	Howard the Duck Omnibus (Hardcover)
Man-Thing	Incredible Hulk (1962) #427
Man-Thing	Incredible Hulk (1962) #428
Man-Thing	Man-Thing (2004) #1
Man-Thing	Man-Thing (2004) #2
Man-Thing	Man-Thing (2004) #3
Black Widow (Ultimate)	Ultimate Marvel Team-Up (2001) #14
Black Widow (Ultimate)	Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback)
Black Widow (Ultimate)	Ultimate War (2003) #1
Black Widow (Ultimate)	Ultimate War (2003) #3
Black Widow (Ultimate)	Ultimate War (2003) #4
Black Widow (Ultimate)	Ultimate X-Men (2000) #64
Black Widow (Ultimate)	Ultimate X-Men Vol. 13: Magnetic North (Trade Paperback)
Black Widow (Ultimate)	Ultimate X-Men Vol. 5: Ultimate War (Trade Paperback)
Moon Knight (Ultimate)	Ultimate Spider-Man (2000) #80
Moon Knight (Ultimate)	Ultimate Spider-Man Vol. 14: Warriors (Trade Paperback)
Black Knight	Alpha Flight (1983) #61
Black Knight	Alpha Flight (1983) #110
Black Knight	Avengers (1998) #1
Black Knight	Avengers (1998) #2
Black Knight	Avengers (1998) #3
Black Knight	Avengers (1998) #4
Black Knight	Avengers (1996) #8
Black Knight	Avengers (1996) #9
Black Knight	Avengers (1998) #16
Black Knight	Avengers (1998) #17
Black Knight	Avengers (1998) #18
Black Knight	Avengers (1998) #38
Black Knight	Avengers (1998) #40
Black Knight	Avengers (1998) #41
Black Knight	Avengers (1998) #42
Black Knight	Avengers (1998) #44
Black Knight	Avengers (1998) #46
Black Knight	Avengers (1998) #48
Black Knight	Avengers (1998) #52
Black Knight	Avengers (1998) #53
Titania	Avengers Academy (2010) #16
Titania	Avengers Academy (2010) #17
Titania	Avengers Academy (2010) #18
Titania	Avengers Academy (2010) #21
Titania	Deadpool (1997) #40
Titania	Fear Itself: Fellowship of Fear (2011) #1
Titania	Fear Itself: The Worthy (2011) #1
Titania	Fear Itself: The Worthy (2011) #3
Titania	Iron Man 2.0 (2011) #6
Titania	Marvel Two-in-One (1974) #54
Titania	Marvel Two-in-One (1974) #56
Titania	She-Hulk (2004) #10
Titania	She-Hulk Vol. 2: Superhuman Law (Trade Paperback)
Cypher	New Mutants (2010) #23 (2nd Printing Variant)
Cypher	New Mutants (2009) #25
Cypher	New Mutants (2010) #25 (Adams Variant )
Cypher	New Mutants (2009) #25 (X-Man Variant)
Cypher	New Mutants (2009) #31
Cypher	New Mutants (2010) #33
Cypher	New Mutants (2010) #33 (Keown Variant)
Nico Minoru	Runaways (2005) #1
Nico Minoru	Runaways (2005) #6
Nico Minoru	Runaways (2008) #10
Nico Minoru	Runaways (2005) #15
Nico Minoru	Runaways (2005) #18
Nico Minoru	Runaways (2005) #27
Nico Minoru	Runaways Vol. 4: True Believers (Digest)
Nico Minoru	Runaways Vol. 6: Parental Guidance (Digest)
Atlas (Team)	Avengers (1998) #12
Atlas (Team)	Avengers (1998) #32
Atlas (Team)	Avengers (1998) #33
Atlas (Team)	Avengers (1998) #34
Atlas (Team)	Avengers Assemble Vol. 2 (Hardcover)
Atlas (Team)	Avengers Assemble Vol. 3 (Hardcover)
Atlas (Team)	Journey Into Mystery (1952) #124
Atlas (Team)	Marvel Masterworks: The Mighty Thor Vol. 4 (Hardcover)
Atlas (Team)	New Thunderbolts (2004) #6
Atlas (Team)	New Thunderbolts (2004) #12
Atlas (Team)	New Thunderbolts Vol. 1: One Step Forward (Trade Paperback)
Atlas (Team)	New Thunderbolts Vol. 2: Modern Marvels (Trade Paperback)
Zzzax	Hulk (2008) #36
Zzzax	Hulk (2008) #36 (I Am Captain America Variant)
Zzzax	Incredible Hulks (2009) #602 (SHS VARIANT)
Night Thrasher	Avengers (1998) #13
Night Thrasher	Avengers Assemble Vol. 2 (Hardcover)
Night Thrasher	New Warriors (2007) #2
Night Thrasher	New Warriors (2007) #3
Night Thrasher	New Warriors (2007) #4
Night Thrasher	New Warriors (2005) #6
Night Thrasher	New Warriors (2007) #10
Night Thrasher	New Warriors: Reality Check (Trade Paperback)
Night Thrasher	Thor (1966) #411
Night Thrasher	Thor (1966) #412
Night Thrasher	X-Factor Annual (1986) #6
Night Thrasher	X-Force (1991) #32
Night Thrasher	X-Force (1991) #33
Doctor Octopus	Alias (2003) #15
Doctor Octopus	Alias Omnibus (Hardcover)
Doctor Octopus	Amazing Spider-Man (1963) #3
Doctor Octopus	Amazing Spider-Man (1999) #6
Doctor Octopus	Amazing Spider-Man (1999) #9
Doctor Octopus	Amazing Spider-Man (1999) #10
Doctor Octopus	Amazing Spider-Man (1963) #11
Doctor Octopus	Amazing Spider-Man (1963) #32
Doctor Octopus	Amazing Spider-Man (1963) #33
Doctor Octopus	Amazing Spider-Man (1963) #53
Doctor Octopus	Amazing Spider-Man (1963) #54
Doctor Octopus	Amazing Spider-Man (1963) #55
Doctor Octopus	Amazing Spider-Man (1963) #56
Doctor Octopus	Amazing Spider-Man (1963) #89
Doctor Octopus	Amazing Spider-Man (1963) #90
Doctor Octopus	Amazing Spider-Man (1963) #113
Doctor Octopus	Amazing Spider-Man (1963) #131
Doctor Octopus	Amazing Spider-Man (1963) #157
Doctor Octopus	Amazing Spider-Man (1963) #158
Doctor Octopus	Amazing Spider-Man (1963) #159
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #1
Sasquatch (Walter Langkowski)	Alpha Flight (2011) #1
Sasquatch (Walter Langkowski)	Alpha Flight (2011) #1 (Eaglesham Variant)
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #2
Sasquatch (Walter Langkowski)	Alpha Flight (2011) #2
Sasquatch (Walter Langkowski)	Alpha Flight (2011) #2 (Eaglesham Variant)
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #3
Sasquatch (Walter Langkowski)	Alpha Flight (2011) #3
Sasquatch (Walter Langkowski)	Alpha Flight (2011) #3 (Eaglesham Variant)
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #4
Sasquatch (Walter Langkowski)	Alpha Flight (2011) #4
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #9
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #10
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #11
Sasquatch (Walter Langkowski)	Alpha Flight (2004) #12
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #12
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #13
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #16
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #17
Sasquatch (Walter Langkowski)	Alpha Flight (1983) #52
Spider-Man (Miles Morales)	Spider-Men (Hardcover)
Spider-Man (Miles Morales)	Spider-Men (2012) #1
Spider-Man (Miles Morales)	Spider-Men (2012) #2
Spider-Man (Miles Morales)	Spider-Men (2012) #2 (Pichelli Variant)
Spider-Man (Miles Morales)	Spider-Men (2012) #2 (Martin Variant)
Spider-Man (Miles Morales)	Spider-Men (2012) #3
Spider-Man (Miles Morales)	Spider-Men (2012) #4 (Tbd Artist Variant)
Spider-Man (Miles Morales)	Ultimate Comics Spider-Man (2011) #1
Spider-Man (Miles Morales)	Ultimate Comics Spider-Man (2011) #2
Spider-Man (Miles Morales)	Ultimate Comics Spider-Man (2011) #2 (2nd Printing Variant)
Spider-Man (Miles Morales)	Ultimate Comics Spider-Man (2011) #3
Spider-Man (Miles Morales)	Ultimate Comics Spider-Man (2011) #4
Spider-Man (Miles Morales)	Ultimate Comics Spider-Man (2011) #7
Spider-Man (Miles Morales)	Ultimate Comics Spider-Man (2009) #7
Mandarin	Cable (1993) #72
Mandarin	Heroes Reborn: Iron Man (Trade Paperback)
Mandarin	Incredible Hulk (1962) #108
Mandarin	Incredible Hulk (1962) #114
Mandarin	Invincible Iron Man (2008) #500
Mandarin	Invincible Iron Man (2008) #500 (2nd Printing Wraparound Variant)
Mandarin	Invincible Iron Man (2008) #500 (DJURDJEVIC VARIANT)
Mandarin	Invincible Iron Man (2008) #500 (JRJR VARIANT)
Mandarin	Invincible Iron Man (2008) #500 (LARROCA VARIANT)
Mandarin	Invincible Iron Man (2008) #500 (ADAMS VARIANT)
Mandarin	Invincible Iron Man (2008) #500 (QUESADA VARIANT)
Mandarin	Invincible Iron Man (2008) #500 (QUESADA SKETCH VARIANT)
Mandarin	Iron Man (1996) #5
Mandarin	Iron Man (1996) #7
Mandarin	Iron Man (1998) #9
Mandarin	Iron Man (1998) #10
Mandarin	Iron Man (1996) #10
Mandarin	Iron Man (1998) #11
Mandarin	Iron Man (1998) #55
Mandarin	Iron Man (1968) #57
Lilandra	Avengers (1998) #35
Lilandra	Avengers Assemble Vol. 4 (Hardcover)
Lilandra	Captain Marvel (2000) #4
Lilandra	Captain Marvel Vol. 1: Nothing to Lose (Trade Paperback)
Lilandra	Captain Marvel Vol. I (Trade Paperback)
Lilandra	Classic X-Men (1986) #12
Lilandra	Classic X-Men (1986) #13
Lilandra	Classic X-Men (1986) #14
Lilandra	Excalibur (1988) #116
Lilandra	Fantastic Four (1961) #261
Lilandra	Fantastic Four (1961) #262
Lilandra	Fantastic Four Visionaries: John Byrne Vol. 4 (Trade Paperback)
Lilandra	Fantastic Four/Inhumans (Trade Paperback)
Lilandra	Inhumans (2000) #3
Lilandra	Inhumans (2000) #4
Lilandra	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Lilandra	Marvel Visionaries: Chris Claremont (Hardcover)
Lilandra	Marvel Visionaries: John Romita Jr. (Hardcover)
Lilandra	Maximum Security (2000) #1
Lilandra	Maximum Security (2000) #3
Bushwacker	Daredevil (1963) #249
Bushwacker	Daredevil (1963) #259
Bushwacker	Daredevil (1963) #380
Bushwacker	Daredevil Vol. 6: Lowlife (Trade Paperback)
Bushwacker	New Avengers (2004) #4
Bushwacker	New Avengers Vol. 1: Breakout (Trade Paperback)
Bushwacker	Punisher War Journal (1988) #12
Bushwacker	Punisher War Journal (1988) #13
Whirlwind	Avengers (1998) #4
Whirlwind	Avengers (1996) #8
Whirlwind	Avengers (1996) #9
Whirlwind	Avengers (1998) #44
Whirlwind	Avengers (1963) #54
Whirlwind	Avengers (1963) #83
Whirlwind	Avengers (1963) #164
Whirlwind	Avengers Annual (1967) #6
Whirlwind	Avengers Assemble (Hardcover)
Whirlwind	Avengers Legends Vol. II: George Perez Book I (Trade Paperback)
Whirlwind	Avengers: The Kang Dynasty (Trade Paperback)
Whirlwind	Avengers: X-Sanction (2011) #1
Whirlwind	Heroes Reborn: Avengers (Trade Paperback)
Whirlwind	Heroes Reborn: Iron Man (Trade Paperback)
Whirlwind	Iron Man (1996) #3
Whirlwind	Iron Man (1996) #4
Whirlwind	Iron Man (1996) #5
Whirlwind	Marvel Masterworks: The Avengers Vol. (Hardcover)
Whirlwind	Spider-Man's Tangled Web (2001) #13
Whirlwind	Spider-Man's Tangled Web Vol. III (Trade Paperback)
Hemingway	Uncanny X-Men (1963) #325
Cerebro	Marvel Masterworks: The X-Men Vol. 1 (Hardcover)
Cerebro	Uncanny X-Men (1963) #7
Cerebro	Uncanny X-Men (1963) #362
Cerebro	Uncanny X-Men (1963) #363
Cerebro	Uncanny X-Men (1963) #364
Cerebro	X-Men (1991) #84
Count Nefaria	Captain America (1998) #29
Count Nefaria	Captain America (1998) #30
Count Nefaria	Marvel Masterworks: Captain America Vol. (Hardcover)
Count Nefaria	Marvel Masterworks: Captain America Vol. 1 - 2nd Edition (Hardcover)
Count Nefaria	Marvel Masterworks: The Invincible Iron Man Vol. (Hardcover)
Count Nefaria	Marvel Masterworks: The Silver Surfer Vol. 2 (Hardcover)
Count Nefaria	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Count Nefaria	Marvel Masterworks: The X-Men Vol. 3 DM Variant TPB (Trade Paperback)
Count Nefaria	Marvel Masterworks: The X-Men Vol. 3 TPB (Trade Paperback)
Count Nefaria	Marvel Masterworks: The X-Men Vol. III - 2nd Edition (1st) (Trade Paperback)
Count Nefaria	Tales of Suspense (1959) #67
Count Nefaria	Tales of Suspense (1959) #68
Count Nefaria	Tales of Suspsnse Transport (1959) #67
Count Nefaria	Tales of Suspsnse Transport (1959) #68
Count Nefaria	Uncanny X-Men (1963) #22
Count Nefaria	Uncanny X-Men (1963) #94
Count Nefaria	Uncanny X-Men (1963) #96
Count Nefaria	Uncanny X-Men Omnibus Vol. 1 (Hardcover)
Silvermane	Amazing Spider-Man (1963) #74
Silvermane	Amazing Spider-Man (1963) #75
Silvermane	Amazing Spider-Man (1963) #179
Silvermane	Amazing Spider-Man (1963) #284
Silvermane	Avengers (1998) #31
Silvermane	Daredevil (1963) #123
Silvermane	Marvel Masterworks: The Amazing Spider-Man Vol. (Hardcover)
Silvermane	Peter Parker, the Spectacular Spider-Man (1976) #70
Silvermane	Punisher War Journal (1988) #45
Silvermane	Punisher War Journal (1988) #46
Silvermane	Wolverine (1988) #164
Silvermane	Wolverine/Deadpool: Weapon X (Trade Paperback)
Orphan	X-Force (1991) #117
Orphan	X-Force (1991) #118
Orphan	X-Force (1991) #119
Orphan	X-Force (1991) #120
Orphan	X-Force (1991) #121
Orphan	X-Force (1991) #122
Orphan	X-Force (1991) #123
Orphan	X-Force (1991) #124
Orphan	X-Force (1991) #125
Orphan	X-Force (1991) #126
Orphan	X-Force (1991) #127
Orphan	X-Force (1991) #128
Orphan	X-Force (1991) #129
Orphan	X-Force: Famous, Mutant & Mortal (Hardcover)
Freak	Amazing Spider-Man (1999) #553
Freak	Amazing Spider-Man (1999) #558
Freak	Amazing Spider-Man (1999) #644 (BACHALO VARIANT)
Freak	Amazing Spider-Man (1999) #645 (SPIDEY VS. VARIANT)
Nightmare	Avengers: The Initiative (2007) #30
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #1
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #21
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #31
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #32
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #33
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #38
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #39
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #40
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #52
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #53
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #73
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #79
Nightmare	Doctor Strange, Sorcerer Supreme (1988) #81
Nightmare	Excalibur (1988) #118
Nightmare	Excalibur (1988) #119
Nightmare	Incredible Hulk (1962) #297
Nightmare	Incredible Hulk (1962) #298
Nightmare	Marvel Comics Presents (1988) #90
Nightmare	Marvel Comics Presents (1988) #100
Quicksilver (Ultimate)	Ultimate Fallout (2011) #5
Quicksilver (Ultimate)	Ultimate Fallout (2011) #5 (Djurdjevic Variant)
Quicksilver (Ultimate)	Ultimate War (2003) #1
Quicksilver (Ultimate)	Ultimate War (2003) #2
Quicksilver (Ultimate)	Ultimate X-Men (2000) #1
Quicksilver (Ultimate)	Ultimate X-Men (2000) #2
Quicksilver (Ultimate)	Ultimate X-Men (2000) #3
Quicksilver (Ultimate)	Ultimate X-Men (2000) #6
Quicksilver (Ultimate)	Ultimate X-Men (2000) #12
Quicksilver (Ultimate)	Ultimate X-Men (2000) #22
Quicksilver (Ultimate)	Ultimate X-Men (2000) #26
Quicksilver (Ultimate)	Ultimate X-Men MGC (2011) #1
Quicksilver (Ultimate)	Ultimate X-Men Ultimate Collection Book 1 (Trade Paperback)
Quicksilver (Ultimate)	Ultimate X-Men Ultimate Collection Book 2 (Trade Paperback)
Quicksilver (Ultimate)	Ultimate X-Men Vol. 4: Hellfire & Brimstone (Trade Paperback)
Quicksilver (Ultimate)	Ultimate X-Men Vol. 5: Ultimate War (Trade Paperback)
Quicksilver (Ultimate)	Ultimate X-Men Vol. 6: Return of the King (Trade Paperback)
Quicksilver (Ultimate)	Ultimate X-Men Vol. I: The Tomorrow People (Trade Paperback)
